"landCover";"user_login";"species";"longitude";"latitude";"time_observed_at";"iNat_tag";"image_url";"url";"num_identification_agreements";"num_identification_disagreements";"quality_grade";"positional_accuracy";"genus";"cell";"AgreeRate";"trustable";"annotation";"protecArea";"alienControl";"count";"year";"dToRiverM";"dToCanalM";"landParcel";"landParcel_clean";"parcel_resid";"parcel_business";"parcel_road";"parcel_agri";"parcel_open";"nParcelType";"nReviews";"tagged";"tagFreq";"nObs";"nSp";"lnObs";"lnSp";"y";"visu_ctx_anthropized";"visu_ctx_bw";"visu_ctx_intothewild";"visu_ctx_montage";"visu_ctx_uniform_background_macro_dissection";"visu_ctx_with_human_body_presence";"visu_for_amphibian";"visu_for_bird";"visu_for_digitaldocs";"visu_for_drawingbw";"visu_for_drawingcolor";"visu_for_fish";"visu_for_food";"visu_for_humanmade";"visu_for_invertebrate";"visu_for_landscape";"visu_for_mammal";"visu_for_man";"visu_for_microscopy";"visu_for_mushroom";"visu_for_reptile";"visu_for_bark";"visu_for_branch";"visu_for_bud";"visu_for_flower";"visu_for_fruit";"visu_for_habit";"visu_for_herbarium";"visu_for_leaf";"visu_for_roots";"visu_for_seeds";"visuOld_ctx_garden_park";"visuOld_ctx_graph";"visuOld_ctx_indoor";"visuOld_ctx_into_the_wild";"visuOld_ctx_landscape";"visuOld_ctx_map";"visuOld_ctx_microscopy";"visuOld_ctx_photobw";"visuOld_ctx_photomontage";"visuOld_ctx_plantillustrationbw";"visuOld_ctx_plantillustrationcolor";"visuOld_ctx_sheet";"visuOld_ctx_terrace_balcon";"visuOld_ctx_uniform_background";"visuOld_ctx_urban_building_road";"visuOld_ctx_urban_ground_wall";"visuOld_for_amphibian";"visuOld_for_bark";"visuOld_for_branch";"visuOld_for_bud";"visuOld_for_fish";"visuOld_for_flower";"visuOld_for_food";"visuOld_for_fruit";"visuOld_for_graph";"visuOld_for_habit";"visuOld_for_hand";"visuOld_for_humanmade";"visuOld_for_invertebrate";"visuOld_for_leaf";"visuOld_for_mammal";"visuOld_for_man";"visuOld_for_map";"visuOld_for_microscopy";"visuOld_for_mushroom";"visuOld_for_reptile";"visuOld_for_scan";"simple_lc";"lc_glob"
3;"tonyrebelo";"Spartium junceum";18.4392;-34.04091;"2021-01-01 15:27:00 UTC";"wild";"https://inaturalist-open-data.s3.amazonaws.com/photos/110105046/medium.jpeg?1610633122";"https://www.inaturalist.org/observations/68057154";1;0;"research";-0.0673819067981205;"Spartium";36567;0.5;TRUE;"wild";FALSE;FALSE;1;2021;73.6771221333968;50.5128070613651;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;0;1;TRUE;0.0133319336552593;1.47404806554927;1.42880571725596;1.27091430200337;1.13324000238453;0;0.552894181082508;-0.831374455050511;-0.289923015357979;-0.110161758839674;-0.353205158693369;-0.29237810122971;0.61080167436361;0.283323004272667;0.250143899567856;1.48548623367664;-0.00902025920280281;-0.244235213296384;0.436825754080684;-0.00983420580551426;0.0102789311721934;-0.429668102086107;0.181371899284767;-0.0901891289437187;0.998338333586201;0.632140942994359;0.0852417758845062;-0.276369161886893;0.0951897660757544;-0.133656982687888;-0.36920442769618;-0.268413465882132;0.899596212346849;0.02148047938656;-0.331493049158146;0.519747107868837;-0.180797998706537;-0.359405567894251;-0.0568213743531668;-0.161672106891085;-0.864332089864724;1.44914272913447;-0.0283859552222352;-0.0410233504608413;-0.0581605022118013;-0.096226223776738;-0.0503756082046135;-0.0592580624682517;-0.0959041926753637;-0.208786905340254;-0.0959737185458886;-0.280837295023078;-0.254516604664803;0.0135276755635383;-0.222018851008682;-0.273374979448724;-0.0357493347645751;-0.0370609236350102;-0.406010979315406;-0.0485415195693742;-0.273186297790091;0.741284168605025;1.0536143147647;-0.195806903967521;-0.344448946805637;-0.0424337155584478;-0.447167843493763;0.162379634156139;0.0335080055831626;-0.0893280916398775;-0.0294305587868199;-0.0356174665582248;0.193827825646698;-0.0583264841493551;"Natural Wooded Land";190
3;"tonyrebelo";"Centranthus ruber";18.41407;-34.02599;"2020-11-05 15:32:00 UTC";"wild";"https://inaturalist-open-data.s3.amazonaws.com/photos/103919561/medium.jpeg?1605042399";"https://www.inaturalist.org/observations/64624181";1;0;"research";-0.0673819067981205;"Centranthus";34731;0.5;TRUE;"wild";TRUE;FALSE;1;2020;128.044337499489;508.290364583969;"Open Space 2 : Public Open Space";"Open Space 2 : Public Open Space";FALSE;FALSE;FALSE;FALSE;TRUE;1;1;TRUE;0.0133319336552593;1.47404806554927;1.42880571725596;1.27091430200337;1.13324000238453;0;-0.459645399238384;0.811061320922924;-0.772057762323968;2.81007818491276;-0.0854835701203258;0.621336199966711;1.48312431898206;1.22099815143026;0.190904557227637;0.537054232186226;1.42653515276001;0.305815098265421;0.533603330445719;-0.108241603846501;-0.0201998694184411;-0.412395092984487;-0.0402091511706027;0.580322572777477;1.15717928475003;1.00686857031158;1.50731804298809;1.03723506186588;-0.521201040088467;1.39078081073177;-0.336012235787885;-0.252897667028344;0.612329785275675;0.583337287458283;-0.387660171473357;1.12576175960709;0.719326154174215;-0.358014734495378;-0.0634041137231126;-0.161803835363755;-0.863442663371672;1.44814747532273;-0.028355791427574;-0.0601495386099865;-0.0585059336060251;-0.0981146538015955;-0.0504383560387205;-0.060160893160037;-0.0965736864565232;-0.208805625834083;-0.0961362441690709;-0.280816556059819;-0.254469747605357;-0.162348793416604;-0.271859697508535;-0.338028067705873;-0.0359992991478648;-0.0490892983520989;-0.326624582933632;-0.0525930500308216;-0.284680234100169;-0.168226956830709;1.1482482063669;-0.207040204983285;-0.397835452746864;-0.0455394906845755;-0.455249215659311;-0.0702335642585383;-0.130937597048166;-0.107223945607043;-0.0541505171000113;-0.0391937146714977;-0.116043860280633;-0.0590439224717029;"Natural Wooded Land";50
3;"gaby_the_herb";"Centranthus ruber";18.41679;-33.94244;"2019-04-26 06:13:56 UTC";"cultivated";"https://inaturalist-open-data.s3.amazonaws.com/photos/35815087/medium.jpg?1556259395";"https://www.inaturalist.org/observations/23101293";3;0;"casual";-0.0685084702980989;"Centranthus";24245;0.75;TRUE;"doubtful";FALSE;FALSE;1;2019;214.89657166182;287.95799207097;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;0;3;TRUE;0.75;-0.711237177586025;-0.848504568941302;-1.64087194758649;-2.02248458812083;0.5;0.532006545938201;-0.0699003506679606;-0.23780766643198;-0.489043459469197;-0.0897155289653118;-0.349242597789475;-0.292460840233786;0.104805966164022;0.11957639283065;-0.316953539152164;-0.630373872658556;-0.15231897134909;-0.324501886213953;-0.146560215524974;-0.116569522269893;-0.446906786684424;-0.170713929817625;-0.312237958618528;-0.81716352432561;-0.429488119165371;-0.479178767276456;-0.28071109364735;-0.511452604381613;-0.2157530748903;2.88582197759101;-0.262072485652376;-0.65984252636492;-0.264924639102046;-0.395054548736492;-0.448531392569161;-0.151696612551033;-0.358711743266644;-0.0635304934606813;-0.161805778887639;1.30289878850814;-0.807216411167954;-0.0283883021558766;-0.0613322781286463;-0.0585556138115653;-0.0981298712969708;-0.0505728122843481;-0.0603229107496104;-0.0966391438792391;-0.208801795941858;-0.0962556374636311;-0.280844875109397;-0.0578043508682335;-0.161531661304933;-0.292213248737123;-0.364354428564438;-0.0359947128487787;-0.0491052985663787;2.56201384760657;-0.052580402282452;-0.280713718839228;-0.171928089106478;-0.755437235011119;0.269379172551276;-0.396202352041412;-0.045504223819268;-0.451481798805585;-0.0711571098173736;-0.132860014383433;-0.107168893333045;-0.0543880641091538;-0.0391945628138605;-0.11593884461731;-0.0590474766148262;"Natural Wooded Land";190
3;"wildmouse3";"Callistemon viminalis";18.62543;-33.86025;"2021-05-03 13:49:51 UTC";"wild";"https://inaturalist-open-data.s3.amazonaws.com/photos/126041753/medium.jpg?1620075387";"https://www.inaturalist.org/observations/77073975";2;0;"research";-1.14814689378589e-17;"Callistemon";13852;0.666666666666667;TRUE;"wild";TRUE;FALSE;1;2021;40.38797394007;173.533352362669;"Open Space 2 : Public Open Space";"Open Space 2 : Public Open Space";FALSE;FALSE;FALSE;FALSE;TRUE;1;2;TRUE;0.133079847908745;-0.696381826458149;-0.697299476446704;-0.310526928209625;-0.101545594935103;0;-0.0884263911858642;0.368978859040047;-0.282685118727792;0.522330756429527;0.983378888057052;0.0467502283183022;0.853322986980669;0.0655327314316248;-0.193486746971442;-0.0738198719226839;0.276670360151505;0.461975880808435;0.203944903681253;-0.0929487665636467;0.0475860115587315;-0.0726187333119141;-0.0797639181720409;-0.234475984572397;0.708152349722355;0.864159748761614;1.04678593426019;-0.173807196465697;0.867212125796638;0.802002991489594;-0.381431379958635;-0.195079951599801;0.0714655161925724;-0.0310491430601434;-0.295467249680074;1.31941055243395;0.227733752420748;0.546532099458069;-0.0633452352959507;-0.161804864050729;-0.865438133110557;0.961583343357795;-0.0274384237369922;-0.0608297692260894;-0.0585241890535112;-0.0973639251731869;-0.0504634304694515;-0.060241792949072;-0.0735998038553364;-0.208763465272299;-0.0960460754042714;-0.280741584964748;-0.24230516262919;-0.11572873842812;-0.103214304191273;1.10924028431581;-0.0335192103102818;-0.0431100833627215;-0.378439375700555;-0.0518295458137421;-0.0877287394524308;-0.161012915962442;0.135519217239423;-0.13549002920756;-0.368260731527858;-0.0450128527545505;0.395498076588054;-0.0709647979214048;-0.132217001264829;0.0224383416379557;-0.0367365978606531;-0.0388972822005124;-0.108899042572671;-0.0521659464346599;"Natural Wooded Land";190
3;"mlungele";"Schinus terebinthifolia";18.62926;-33.86248;"2021-01-20 10:16:09 UTC";"wild";"https://static.inaturalist.org/photos/110673066/medium.jpeg?1611137853";"https://www.inaturalist.org/observations/68362034";2;0;"research";-0.0685084702980989;"Schinus";14309;0.666666666666667;TRUE;"wild";FALSE;FALSE;1;2021;82.3656877574224;59.8125017039955;"Open Space 2 : Public Open Space,Transport 2 : Public Road and Public Parking";"Open Space 2 : Public Open Space,Transport 2 : Public Road and Public Parking";FALSE;FALSE;TRUE;FALSE;TRUE;2;2;TRUE;0.0217391304347826;-0.706189799596631;-0.785021514840516;-0.644352847271758;-0.489329532700432;0;-0.380293372108887;0.171663103065963;0.837604607556828;-0.554955364805882;-0.448840913131185;-0.380798910794572;0.133767206157706;-0.276013989028605;-0.298243075230661;-0.680056863975409;-0.13832762138714;0.029443156289719;0.256454423347392;-0.156704751990352;-0.00820861781356006;-0.180971306300778;-0.081654331604222;-0.213448245608486;-0.218849678526601;0.122406824357476;0.101649426151899;-0.268849663708387;-0.36319937647725;-0.514603199060052;-0.422855268002736;-0.28576407793749;1.2173337277587;-0.0507218215115942;-0.319373794154167;0.274651033569922;-0.0163793978805199;3.85879284094089;-0.0635291852370339;-0.161805655956933;-0.85836196315313;-0.807045201406139;-0.028388243754877;-0.0613320499890984;-0.058551451903796;-0.098129055679357;-0.0505685724030149;-0.0603168519552443;-0.0966366114395944;-0.208758997333714;-0.0962554665090165;-0.280844067107195;-0.254521564582469;-0.103064434293354;-0.217327873266605;-0.226646529585514;-0.0356558809620472;-0.0488032514164315;-0.40758163837745;-0.0520142245203486;-0.293545036741628;-0.127177288075327;1.06674951992999;-0.208544273386665;-0.395384620388368;-0.0453751646345573;-0.302981850507376;-0.0706706059204043;-0.132013299208391;-0.103628983790231;-0.0515253375173747;-0.0389612816419721;-0.108606624577205;-0.0558057033968506;"Natural Wooded Land";190
3;"guillaume_cabano";"Echium candicans";18.40115;-33.92633;"2020-10-15 15:18:36 UTC";"wild";"https://static.inaturalist.org/photos/100632335/medium.jpeg?1602921887";"https://www.inaturalist.org/observations/62770806";2;0;"research";-0.0214181159990016;"Echium";22185;0.666666666666667;TRUE;"doubtful";TRUE;TRUE;1;2020;7.93164338352903;387.987108789729;"Open Space 2 : Public Open Space";"Open Space 2 : Public Open Space";FALSE;FALSE;FALSE;FALSE;TRUE;1;2;TRUE;0.0196078431372549;-0.708541418887144;-0.81849439791184;-0.831854179441581;-0.814663712945961;0.5;0.407999764289848;0.723816661403764;-0.12816272611776;-0.405908829380239;-0.0812159676114197;-0.519169153268969;0.116972111053146;1.060266678144;0.0564945235885642;-0.554440725649117;2.16458803537033;-0.195364821356609;0.108721414952289;-0.154588037484326;-0.00631017262565277;-0.449771582803802;-0.147044136738578;0.784209175016605;0.202199502875347;-0.306213985039599;-0.377530229684491;-0.244629100019489;0.470358109767414;0.753007196810383;1.12326294816189;-0.158937402466909;-0.638795335345097;0.589452939196339;-0.36740773514149;1.37211654014532;1.22141759594547;3.78327278897843;-0.0631073961477812;-0.161805792441182;-0.826515684416116;-0.806766617987863;-0.0283882869516144;-0.0612851844549612;-0.0584728154039434;-0.0400237395506987;-0.0503933567851147;-0.0601691046031746;-0.0964586506520873;-0.208805406285332;-0.0961124282625887;-0.280841651849655;-0.252919527720038;-0.157453147682222;-0.197110615544626;-0.358268296405668;-0.0350740021156852;-0.0485747849672697;2.1768949965435;-0.0517045840948121;0.763169765851228;-0.166353482491914;-0.932822022150883;-0.208103994504857;-0.397243563471556;-0.0447341054515707;-0.386044186517795;-0.0711530123071411;-0.131821586301641;-0.106151827454162;-0.0501370993842573;-0.0391430939311723;-0.111503470215374;-0.0582150848754269;"Natural Wooded Land";190
3;"theoverrijdt";"Phoenix canariensis";18.32059;-34.14809;"2020-04-26 15:15:27 UTC";"wild";"https://static.inaturalist.org/photos/69217702/medium.jpg?1587914139";"https://www.inaturalist.org/observations/43632958";2;0;"research";-0.0624250273982156;"Phoenix";49965;0.666666666666667;TRUE;"doubtful";TRUE;FALSE;1;2020;1724.55366596371;2898.63129283313;"Agricultural";"Agricultural";FALSE;FALSE;FALSE;TRUE;FALSE;1;2;TRUE;0.587786259541985;-0.70395289344224;-0.778096090756794;-0.532032893380694;-0.443524203218468;0.5;0.774429196081819;-0.0575503930079544;-0.568178960678522;-0.650340213226678;0.730106632174018;-0.376021356061927;-0.916108140984062;-1.01213985011764;-0.729889102554729;-0.450325279314664;-0.82319920527633;-0.53073085944379;-0.698801264300272;-0.170376283370166;0.0325116937599394;-0.446058002044251;-0.169690141693357;-0.107899724771772;-1.20125761553432;-1.40100638605918;-0.533617931674056;-0.106031054360234;-0.384353936385585;-1.12567766829118;-0.421902489917403;-0.172742055655667;1.3968010888218;-0.623059827486234;-0.27363619014188;-0.764307731834213;-0.499586816986457;-0.319986002523166;-0.0634984467529909;-0.161805423396912;-0.864446845748526;1.42863648836111;-0.0283882384848914;-0.0613085188298988;-0.0563811499007961;-0.0976810257912085;-0.0505693725329003;-0.0603204304154575;-0.0966327361503435;-0.208805558176647;-0.096149503443889;-0.280774233125495;-0.254468817056965;-0.162549365340462;0.253413053923927;-0.360942710259902;-0.0360129726791576;-0.0491106516893043;-0.426807488697812;-0.0525410043408905;-0.293467329963676;-0.157302563863116;0.577443207575917;-0.211685268891965;0.34172902041971;-0.0455334890157303;-0.452155828930755;-0.0711649702277154;-0.132885305960074;-0.107357181752204;-0.0544401210937914;-0.0392247557865725;-0.115773212825609;-0.0589328438341046;"Natural Wooded Land";60
3;"leah164";"Centranthus ruber";18.34743;-34.01884;"2019-04-26 14:40:53 UTC";"wild";"https://static.inaturalist.org/photos/38140304/medium.jpeg?1557151480";"https://www.inaturalist.org/observations/24664571";2;0;"research";-0.0103777936992133;"Centranthus";33789;0.666666666666667;TRUE;"wild";TRUE;FALSE;1;2019;795.371306885493;629.493256509615;"Open Space 2 : Public Open Space,Transport 2 : Public Road and Public Parking";"Open Space 2 : Public Open Space,Transport 2 : Public Road and Public Parking";FALSE;FALSE;TRUE;FALSE;TRUE;2;2;TRUE;0.171052631578947;-0.707107504685612;-0.781558802798655;-0.705073798910565;-0.46585406249274;0;0.439363188503812;-0.452910412559828;-0.122977347040592;-0.439580568795113;0.396665827840959;-0.476022715787616;-0.722493447703682;-0.433618926625263;-0.665089205791407;-0.286146325253269;-0.595342013512684;-0.391329620644225;0.0753659840343651;-0.146466650981722;-0.0530915019715202;-0.450804983212755;-0.139877842850496;-0.330215008498968;-0.776183965708923;-0.617940686946999;-0.14398784086768;-0.286705716412575;-0.48080209336793;-0.220676578961394;-0.41502806626076;-0.29973628733585;-0.260558656008936;-0.233830168748517;2.88177323738444;-0.323681906970393;-0.173491693978091;-0.351242359978296;-0.0635093481356237;-0.161799093482535;1.3595357678154;-0.807214909228784;-0.0283880141415535;-0.0613313989588232;-0.0585275537384254;-0.0981288326018911;-0.05056873464594;-0.0603217784605843;-0.0965955635379012;-0.169950302520138;-0.0962389769329812;-0.280841773964886;-0.254442683340854;0.737642527396804;-0.264050738774712;-0.339533944870766;-0.0294446146392207;-0.0467414065103223;-0.376889975320872;-0.0495537515526357;-0.281720350322543;0.207864277748237;0.173486717595052;0.532047576850929;-0.393209653816916;-0.0422380842748436;0.779301686064651;-0.0698835315734255;-0.114021353115679;-0.0404163758871308;-0.0416449318841431;-0.0244622531500963;0.0699463489110627;-0.0374697350143702;"Natural Wooded Land";50
3;"saryvr";"Centranthus ruber";18.43333;-33.94805;"2019-05-05 11:12:35 UTC";"wild";"https://inaturalist-open-data.s3.amazonaws.com/photos/46630420/medium.jpeg?1564508159";"https://www.inaturalist.org/observations/29863119";2;0;"research";-0.0687337829980946;"Centranthus";24936;0.666666666666667;TRUE;"wild";TRUE;FALSE;1;2019;9.65266871073982;27.2394903971375;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;0;2;TRUE;0.0169491525423729;-0.708082566342654;-0.794255413618812;-0.785544222227809;-0.558543611589775;0;1.30462934470503;0.269511752571669;-1.02396549170915;-0.387881980641823;-0.317253797271819;-0.554634151881676;0.019306484473869;-0.600973707227788;1.1519487859325;1.46379663714149;-0.260286820425843;-0.14840473028188;-0.213827332056533;-0.118091330760772;-0.0814433412151997;-0.446391955942961;-0.115842071061556;-0.290334194416851;-0.155205011416714;-0.244193712591795;-0.263027098484655;-0.302569587799595;-0.525543878991269;-0.217733806806312;-0.438633100111044;-0.307068983399543;1.576742509099;0.492198088803151;-0.338544685293601;-0.086534863830924;-0.167796849011731;-0.359410953832834;-0.0634286931308681;-0.161804901628433;0.574614687545654;-0.656758797783871;-0.0283805165577874;-0.0613248843995992;-0.0585527216191947;-0.0977410883454598;-0.0505500600521486;-0.060105626175326;-0.0963820541756602;-0.208805921685733;-0.09620036993293;-0.280764699862697;1.48082152990672;-0.159164378166857;-0.288429889732016;-0.361917653651561;-0.0359602166042029;-0.0491080243639144;-0.418974087972898;-0.0525803137755471;-0.297164642669529;-0.168492297502761;1.12813544367931;-0.210359806823134;-0.396873150794657;-0.0455562074164027;-0.302248771443502;-0.0710284052237841;-0.132207886410719;-0.107252350636298;-0.0544856975158035;-0.0391975407402453;-0.115578522482675;-0.0588982091054039;"Natural Wooded Land";190
3;"juliarobyn";"Centranthus ruber";18.42585;-33.99864;"2020-11-22 12:44:42 UTC";"wild";"https://inaturalist-open-data.s3.amazonaws.com/photos/105273657/medium.jpg?1606059864";"https://www.inaturalist.org/observations/65409511";1;0;"research";-0.0660300305981465;"Centranthus";31317;0.5;TRUE;"wild";TRUE;FALSE;1;2020;148.092106025622;1197.15179629705;"Agricultural,Agricultural,Agricultural,Agricultural,Agricultural,Agricultural,Agricultural,Single Residential 1 : Conventional Housing,Transport 2 : Public Road and Public Parking,Transport 2 : Public Road and Public Parking,Transport 2 : Public Road and Public Parking,Transport 2 : Public Road and Public Parking";"Agricultural,Single Residential 1 : Conventional Housing,Transport 2 : Public Road and Public Parking";TRUE;FALSE;TRUE;TRUE;FALSE;3;1;FALSE;0;-0.710720968473473;-0.835807958121145;-1.266273196752;-1.16581439831896;0;-0.940681992412821;-0.664532008543313;0.11591647591328;-0.311683706785258;-0.166964017512349;2.26622938944327;-0.407858938899864;0.130014303815102;-0.237700093413463;-0.15175657863213;-0.44829692414441;-0.122228119983272;-0.421433437309286;-0.133653741719619;-0.0345216195435055;-0.449377002122675;-0.166260419341446;-0.325967898248367;-0.194872907648198;-0.402335028446154;-0.266576343154591;-0.279038606796915;-0.516540240064663;-0.809244454639691;3.53249426049292;-0.297592097781468;-1.09196981765467;-0.35383892251075;-0.397293248514989;-0.534472069051162;0.0351335676493385;-0.301686445251916;-0.0600699237838157;-0.160964910208223;1.11336547211404;-0.803956500835578;-0.0280826237835279;-0.0280728043912399;0.307120183002926;-0.097115781299552;-0.0153271518117705;-0.0552408862834805;-0.0941600144292043;-0.208539729426001;-0.0880964159022963;-0.272629334851161;0.260063945921964;-0.157942008278404;-0.290397425735341;-0.365829442774725;-0.0357113332971311;-0.0490144179607563;3.85618827599543;-0.0525046903742539;-0.286691963235057;-0.169040812746955;-1.39085658300548;-0.182200575561;-0.397347793394342;-0.0450302756078198;-0.455200217921186;-0.0711042251646337;-0.132787510772318;-0.105325802657122;-0.0513701793982503;-0.0386150205415488;-0.11504520616993;-0.057204960621055;"Natural Wooded Land";190
3;"sandile_mdoko";"Spartium junceum";18.62936;-33.86293;"2021-01-20 10:01:00 UTC";"wild";"https://inaturalist-open-data.s3.amazonaws.com/photos/110748565/medium.jpeg?1611221409";"https://www.inaturalist.org/observations/68401664";2;0;"research";-0.0678325321981119;"Spartium";14309;0.666666666666667;TRUE;"wild";FALSE;FALSE;1;2021;128.7150661147;11.5576820252129;"Open Space 2 : Public Open Space,Transport 2 : Public Road and Public Parking";"Open Space 2 : Public Open Space,Transport 2 : Public Road and Public Parking";FALSE;FALSE;TRUE;FALSE;TRUE;2;2;TRUE;0.0596491228070175;-0.695119981960801;-0.727309647476166;-0.284994905508872;-0.201098396850022;0;-1.07563009682685;-0.666803772759135;1.35370689661955;-0.564142702770468;0.0282043167679527;0.167117547240347;-0.490206127112546;-0.26331242984325;-0.755185298203967;-0.491833078072329;-1.07266254362872;-0.342070220390449;-0.614157356308775;-0.158221179213291;0.0372488816380455;-0.446063300470514;-0.169778285085604;-0.318625872170275;-0.723169807903227;-0.339841188627532;-0.646675895268123;-0.310484909598618;-0.520930866363264;-0.958463537612224;-0.31028517523162;-0.0141801606833468;1.49456609370305;-0.229148448909063;-0.381448684055585;-0.983380177979447;-0.543606438725882;-0.359309296733476;-0.0633408262058382;-0.161805813925791;-0.860013253711547;1.44534805469859;-0.0283880979257662;-0.0602389489536409;-0.0585493888221956;-0.0978207169354534;-0.0501057115309171;-0.0601009749995461;-0.0966003835741425;-0.208805920632993;-0.0958871133343964;-0.280845067831952;-0.254526383312909;-0.160972650901896;-0.25543265196664;0.048907521131009;-0.0358471008207643;-0.0487614764439927;-0.298637774702027;-0.0524252676742211;-0.230496753425288;-0.134114815377364;0.934622974261435;-0.207407884822831;-0.39620681296526;-0.0455237514267858;-0.334462640864945;-0.0711106092670291;-0.132752005843347;-0.105476275892266;-0.0509702590321714;-0.0390889154100204;-0.112699626211827;-0.0575236427989143;"Natural Wooded Land";190
3;"tishstek";"Centranthus ruber";18.44833;-33.94519;"2020-09-18 15:43:13 UTC";"wild";"https://static.inaturalist.org/photos/100166709/medium.jpg?1602622806";"https://www.inaturalist.org/observations/62510737";2;0;"research";0.0108016001003807;"Centranthus";24487;0.666666666666667;TRUE;"wild";TRUE;FALSE;1;2020;98.4899560890643;693.299181222379;NA;NA;FALSE;FALSE;FALSE;FALSE;FALSE;0;2;FALSE;0;-0.710319472497044;-0.835807958121145;-1.12936227476894;-1.16581439831896;0;-0.839658054959084;0.566801830270234;1.13882350026984;-0.248155283518418;-0.358218327052093;-0.273701249067487;-0.395662188239929;0.263072166504027;0.0346405759155314;0.368000814833331;0.2777587994457;-0.0348518897006097;0.0355648491679277;-0.127773172528482;0.0764494339569957;-0.446356600813417;-0.169096800251139;-0.0674059519238831;0.739798582795341;0.211735037782339;-0.269683114663477;-0.139693676675112;-0.51605922268973;-0.36556831944433;2.31986018921179;-0.274464468983078;-0.468546032631441;0.491837265923643;-0.382882414791017;-0.253635405604256;0.0521673655155116;2.50258814147567;-0.0635298483097078;-0.161805852533152;-0.146842217984836;-0.807166555956155;-0.0283882392257043;-0.0613321782714817;-0.0585242694675088;-0.098129488227728;-0.0505704073017106;-0.0603191752802405;-0.096637171672109;-0.208665866629158;-0.0962545286456801;-0.280392729867954;-0.235677219299446;-0.154795331909518;-0.253561919068143;-0.2750054383863;-0.0357791224993684;-0.0490906711379869;2.25950881930281;-0.0524729715628579;-0.268734392704115;-0.170586906589172;-0.511010350040681;-0.0377064684936915;-0.397547363358918;-0.0445249275028944;-0.44830233703799;-0.0706839279811896;-0.13134879908629;-0.103431001107116;-0.0535135133559706;-0.0385065132821241;-0.114246250850578;-0.0587757687569506;"Natural Wooded Land";190
3;"jeremygilmore";"Hypericum canariense";18.41457;-34.05967;"2019-08-10 09:45:00 UTC";"wild";"https://inaturalist-open-data.s3.amazonaws.com/photos/47859262/medium.jpeg?1565547012";"https://www.inaturalist.org/observations/30627973";2;0;"research";-0.0687337829980946;"Hypericum";38836;0.666666666666667;TRUE;"doubtful";TRUE;FALSE;1;2019;171.88699011131;1018.49071067487;"Agricultural";"Agricultural";FALSE;FALSE;FALSE;TRUE;FALSE;1;2;TRUE;0.0872093023255814;-0.356314734422738;0.335742949375168;0.693418062174157;0.834402029275296;0.5;-1.377734963525;-0.526972659329823;-1.03814605460262;-0.727568882066065;-0.159977213832709;5.81806489630612;-0.976415852324704;-0.61594512293246;0.162777975455194;-0.0985768826555641;-0.590906798467969;-0.232009477520257;-0.162368885265754;-0.11776568176555;-0.0993567257406674;-0.449147960938512;-0.158164107732545;-0.316897453374183;-0.512356823200731;-1.06759349357986;-0.809510112892868;-0.292762354462265;-0.493499914058557;0.251558545796337;-0.409584504836397;-0.303320976512361;-1.04721978007162;0.434954274367965;4.20510106477306;-0.434379132929496;0.0675670869422189;-0.359412055419907;0.00822468437234902;1.27169044290284;-0.844109560451361;-0.807154749837019;-0.0282823363639362;-0.0611535138786577;-0.0576932722300985;-0.0978700449065832;0.0114083072404779;-0.060308841457078;-0.0887659438695198;5.04714219907299;-0.0920878440754588;-0.28077458076785;-0.252641974183122;0.922196327160204;-0.287541184020439;-0.345981997661716;-0.0318216612279929;-0.0309901080033103;-0.388397089531287;-0.0482308417585024;-0.293245538289498;-0.0747830151665462;-1.4529278888055;7.59427753048724;-0.38176891482794;-0.0391946066704905;-0.269984442751032;-0.0697053955961185;-0.130376526523039;-0.0423425064839816;-0.0391016565319909;-0.0368511086244256;-0.0902801050265858;-0.0306735923968935;"Natural Wooded Land";90
